,storm_code,storm_name,mad1_bursts,mad2_bursts,mad1_threshold,mad2_threshold,iqr1_bursts,iqr2_bursts,iqr1_threshold,iqr2_threshold,logn1_bursts,logn2_bursts,logn1_threshold,logn2_threshold,total_bins,mad1_prop,mad2_prop,iqr1_prop,iqr2_prop,logn1_prop,logn2_prop
83,WPAC_18_25,Jebi,4,0,4.1588830833596715,4.852030263919617,5,0,4.105394398408686,4.857089925843829,5,0,4.074380652765557,5.18058256690487,139,2.88,0.0,3.6,0.0,3.6,0.0
84,IO_18_7,Gaja,0,0,6.855075021153224,8.006367567650248,1,0,5.953487835131547,7.095286203634461,2,0,5.373681772187164,6.795819653652368,124,0.0,0.0,0.81,0.0,1.61,0.0
85,WPAC_20_16,Chan-Hom,0,0,6.828193538958447,7.959595650449548,0,0,5.5402706337554,6.701368358540743,0,0,5.079668059861939,6.4609347300810605,19,0.0,0.0,0.0,0.0,0.0,0.0
86,SHEM_19_6,Kenanga,4,3,2.537022650927015,2.8247047233787956,3,2,2.793208009442517,3.216856939636119,2,0,3.0005273084883948,3.7205952577329082,43,9.3,6.98,6.98,4.65,4.65,0.0
87,SHEM_16_13,Uriah,0,0,4.1588830833596715,4.852030263919617,1,1,3.3218948665738353,3.9790817880773077,1,0,3.292463090989388,4.170352142174062,26,0.0,0.0,3.85,3.85,3.85,0.0
88,WPAC_11_22,Nalgae,0,0,6.87935580446044,7.977968093128549,0,0,6.312188426761056,7.543661943171347,2,0,5.546234283512309,6.994636372311234,87,0.0,0.0,0.0,0.0,2.3,0.0
89,ATL_19_2,Barry,0,0,5.939765125854185,6.904846021897772,1,0,4.567814399444323,5.435114927138376,3,0,4.3615643671892945,5.489521451164391,49,0.0,0.0,2.04,0.0,6.12,0.0
90,SHEM_19_18,Idai,1,0,3.4396779022302186,3.988984046564273,1,0,3.453877639491069,4.042693977196809,1,0,3.5454537402870585,4.479653787416076,14,7.14,0.0,7.14,0.0,7.14,0.0
91,ATL_16_5,Earl,0,0,6.87935580446044,7.977968093128549,1,0,6.490419998303486,7.710665519770833,3,0,6.035921394816128,7.614825041085714,99,0.0,0.0,1.01,0.0,3.03,0.0
92,SHEM_15_21,Ikola,0,0,7.118476310297791,8.322449114623726,0,0,7.090076835776092,8.587942972553087,0,0,5.539599559643609,7.0280210020616085,69,0.0,0.0,0.0,0.0,0.0,0.0
93,IO_19_5,Maha,0,0,8.030084094267563,9.416378455387454,2,0,6.685028307553143,8.081632312274403,5,0,5.968312904835962,7.641043937546959,121,0.0,0.0,1.65,0.0,4.13,0.0
94,WPAC_19_25,Nakri,0,0,5.27460083993072,6.190891571804875,1,0,4.436751534363128,5.3726526228139235,1,0,4.238875481460524,5.423192360059533,37,0.0,0.0,2.7,0.0,2.7,0.0
95,ATL_19_18,Pablo,0,0,6.186208623900493,7.284820912568602,0,0,5.2574953720277815,6.2972161428677005,0,0,4.756940819319254,6.063573415527462,21,0.0,0.0,0.0,0.0,0.0,0.0
96,IO_19_3,Hikaa,1,1,2.537022650927015,2.8247047233787956,2,1,2.322996090254173,2.6797751791642095,1,1,2.7818776198385864,3.4775997921888284,23,4.35,4.35,8.7,4.35,4.35,4.35
97,WPAC_13_28,Lekima,0,0,8.460669869980055,9.79196378349278,0,0,6.505936111248735,7.785846548780945,0,0,5.645977750856794,7.096644072069649,88,0.0,0.0,0.0,0.0,0.0,0.0
98,ATL_20_20,Twenty,1,0,4.1588830833596715,4.852030263919617,3,1,3.3322045101752034,3.991968842579018,3,1,3.3756690249439734,4.2823677273687775,67,1.49,0.0,4.48,1.49,4.48,1.49
99,ATL_20_20,Teddy,1,0,4.1588830833596715,4.852030263919617,3,1,3.3322045101752034,3.991968842579018,3,1,3.3756690249439734,4.2823677273687775,67,1.49,0.0,4.48,1.49,4.48,1.49
100,WPAC_12_12,Haikui,0,0,0.6931471805599453,0.6931471805599453,0,0,0.6931471805599453,0.6931471805599453,0,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0
101,WPAC_19_2,Wutip,0,0,9.148223400981477,10.61603757572362,0,0,7.63221033087248,9.053785376326772,2,0,6.964226035989046,8.767725991304832,148,0.0,0.0,0.0,0.0,1.35,0.0
102,ATL_16_9,Hermine,6,4,4.564348191467836,5.2574953720277815,4,3,5.493061443340549,6.591673732008658,4,1,5.847887876083304,7.602352460788128,49,12.24,8.16,8.16,6.12,8.16,2.04
103,ATL_17_7,Franklin,0,0,6.145198647050024,7.195020771548702,0,0,5.087596335232384,6.186208623900493,1,0,4.329667513607291,5.497910318814236,43,0.0,0.0,0.0,0.0,2.33,0.0
104,WPAC_13_19,Pabuk,0,0,6.956962023036786,8.209724991532154,0,0,7.086195140467174,8.633773991930461,0,0,6.588208014568253,8.539043554761061,27,0.0,0.0,0.0,0.0,0.0,0.0
105,WPAC_14_11,Halong,2,0,5.27460083993072,6.190891571804875,7,3,4.142448384485547,4.903407408439906,6,1,4.363778593217948,5.571737981251852,106,1.89,0.0,6.6,2.83,5.66,0.94
106,ATL_17_14,Lee,0,0,5.971261839790463,6.944216914318119,2,1,4.797931040257348,5.6688203395699475,5,1,4.521377778265697,5.6817767774900405,152,0.0,0.0,1.32,0.66,3.29,0.66
107,ATL_10_7,Earl,0,0,6.591673732008658,7.690286020676767,4,0,5.417580787374854,6.4973229120515406,7,1,4.925666947847199,6.216233106807372,191,0.0,0.0,2.09,0.0,3.66,0.52
108,SHEM_11_10,Bianca,0,0,6.792344427470809,7.890956716138918,1,0,5.565796731682298,6.682592842435845,1,0,4.976226515186352,6.281576972080773,45,0.0,0.0,2.22,0.0,2.22,0.0
