,storm_code,storm_name,mad1_bursts,mad2_bursts,mad1_threshold,mad2_threshold,iqr1_bursts,iqr2_bursts,iqr1_threshold,iqr2_threshold,logn1_bursts,logn2_bursts,logn1_threshold,logn2_threshold,total_bins,mad1_prop,mad2_prop,iqr1_prop,iqr2_prop,logn1_prop,logn2_prop
109,SHEM_17_15,Ernie,6,2,2.7204727211007667,3.125937829208931,11,5,2.4141568686511503,2.8444092906739518,6,2,2.7701314283096083,3.5376731010519773,82,7.32,2.44,13.41,6.1,7.32,2.44
110,SHEM_16_6,Ula,9,6,2.7204727211007667,3.125937829208931,5,3,3.1986731175506815,3.8250546017983655,4,1,3.3398074212374285,4.275485475617343,74,12.16,8.11,6.76,4.05,5.41,1.35
111,ATL_13_9,Humberto,7,2,4.1588830833596715,4.852030263919617,19,9,3.1986731175506815,3.8250546017983655,12,3,3.5129467528450857,4.467681853367119,223,3.14,0.9,8.52,4.04,5.38,1.35
112,SHEM_15_13,Marcia,4,4,0.6931471805599453,0.6931471805599453,2,1,1.6479184330021641,1.886611246112719,1,0,1.9205399752066692,2.390486891453715,12,33.33,33.33,16.67,8.33,8.33,0.0
113,ATL_10_7,Earl,0,0,7.567632054785786,8.799775736078418,0,0,6.182084906716632,7.381032543115817,13,0,5.5236408306504,6.943322353054708,794,0.0,0.0,0.0,0.0,1.64,0.0
114,SHEM_13_7,Dumile,1,0,4.1588830833596715,4.852030263919617,5,1,3.465735902799726,4.158883083359671,6,1,3.254770589268018,4.1092290052867835,137,0.73,0.0,3.65,0.73,4.38,0.73
115,SHEM_10_7,Edzani,15,15,0.6931471805599453,0.6931471805599453,4,0,2.3025850929940455,2.704944571102571,2,0,2.509703483011238,3.165339953743678,31,48.39,48.39,12.9,0.0,6.45,0.0
116,WPAC_11_4,Songda,0,0,6.283829567464144,7.305480814996125,6,0,5.05145728861651,5.967748020490665,13,0,4.703008447424695,5.895817248314755,596,0.0,0.0,1.01,0.0,2.18,0.0
117,WPAC_15_23,Choi-Wan,5,3,4.1588830833596715,4.852030263919617,11,5,3.58351893845611,4.306111877930151,6,1,3.968462391002002,5.0985815219014565,103,4.85,2.91,10.68,4.85,5.83,0.97
118,WPAC_17_28,Damrey,0,0,6.792344427470809,7.890956716138918,1,0,5.6067207618130706,6.661827361986365,7,0,5.226598057208508,6.597830317576647,173,0.0,0.0,0.58,0.0,4.05,0.0
119,EPAC_12_6,Fabio,0,0,6.186208623900493,7.284820912568602,0,0,6.562731284971001,8.030127311073766,2,0,5.443127533930392,7.043267894980701,84,0.0,0.0,0.0,0.0,2.38,0.0
120,WPAC_16_20,Megi,0,0,4.1588830833596715,4.852030263919617,5,0,3.465735902799726,4.158883083359671,9,0,3.381036213325636,4.261702345953685,158,0.0,0.0,3.16,0.0,5.7,0.0
121,ATL_10_20,Shary,0,0,5.5373972571606,6.346100298202239,2,1,4.552625326491481,5.344208067834378,1,0,4.789574966966713,6.007706779511932,40,0.0,0.0,5.0,2.5,2.5,0.0
122,ATL_16_15,Nicole,0,0,7.624618986159398,9.010913347279288,1,0,6.068425588244111,7.310878913138111,13,0,5.275156913744805,6.73869798169407,657,0.0,0.0,0.15,0.0,1.98,0.0
123,WPAC_13_7,Soulik,0,0,7.07946257364428,8.218096216149158,1,0,5.901865701534511,7.030758536638166,11,0,5.261172704262299,6.60613590570242,488,0.0,0.0,0.2,0.0,2.25,0.0
124,WPAC_15_22,Mujigae,0,0,7.953243949327973,9.300317597294583,0,0,7.022868086082642,8.43201151732333,2,0,5.90113806254349,7.435317154255042,231,0.0,0.0,0.0,0.0,0.87,0.0
125,SHEM_17_9,Enawo,5,0,5.715076481274959,6.695905734286686,26,6,4.68213122712422,5.578010961738247,25,3,4.723324900543595,6.0342626600570055,473,1.06,0.0,5.5,1.27,5.29,0.63
126,WPAC_15_13,Soudelor,0,0,5.456922396724675,6.373213128598831,3,0,4.68213122712422,5.578010961738247,16,0,4.158490842461537,5.257174448061792,430,0.0,0.0,0.7,0.0,3.72,0.0
127,WPAC_14_10,Matmo,8,0,6.59167373200866,7.690286020676769,16,6,5.724401761858937,6.808928612043698,20,4,5.659871788118923,7.209697052684842,453,1.77,0.0,3.53,1.32,4.42,0.88
128,EPAC_10_9,Frank,0,0,9.879247519195964,11.582113787609737,0,0,8.218448805745453,9.94446754643008,5,0,7.13529112363897,9.122097701690127,208,0.0,0.0,0.0,0.0,2.4,0.0
129,SHEM_13_13,Felleng,0,0,4.1588830833596715,4.852030263919617,7,1,3.1986731175506815,3.8250546017983655,10,1,3.010297989857418,3.780721776871025,267,0.0,0.0,2.62,0.37,3.75,0.37
130,EPAC_14_7,Genevieve,0,0,2.7204727211007667,3.125937829208931,0,0,3.265438813862943,3.908511722188692,0,0,2.77867882493954,3.4692930317645416,28,0.0,0.0,0.0,0.0,0.0,0.0
131,WPAC_14_15,Kalmaegi,4,0,6.303652238677092,7.359704912926405,8,0,6.068425588244111,7.310878913138111,14,0,5.724821669238401,7.327778564620587,313,1.28,0.0,2.56,0.0,4.47,0.0
132,WPAC_13_22,Fitow,2,1,4.1588830833596715,4.852030263919617,4,1,3.8066624897703196,4.585041317072913,16,1,3.432400375709406,4.334052121019066,331,0.6,0.3,1.21,0.3,4.83,0.3
133,SHEM_13_8,Narelle,0,0,8.206904588445122,9.65915691735681,0,0,8.061066168505846,9.80167963846528,9,0,6.978581423174644,9.008269993238107,307,0.0,0.0,0.0,0.0,2.93,0.0
