storm_code,storm_name,shear_quad,mad1_bursts,mad2_bursts,mad1_threshold,mad2_threshold,iqr1_bursts,iqr2_bursts,iqr1_threshold,iqr2_threshold,logn1_bursts,logn2_bursts,logn1_threshold,logn2_threshold,total_bins,mad1_prop,mad2_prop,iqr1_prop,iqr2_prop,logn1_prop,logn2_prop
SHEM_10_7,Edzani,UL,0,0,0.6931471805599453,0.6931471805599453,0,0,2.3025850929940455,2.704944571102571,0,0,2.509703483011238,3.165339953743678,1,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_10_7,Edzani,UR,0,0,0.6931471805599453,0.6931471805599453,0,0,2.3025850929940455,2.704944571102571,0,0,2.509703483011238,3.165339953743678,1,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_12_12,Lane,DL,0,0,1.0986122886681096,1.0986122886681096,0,0,1.3013448427221916,1.4027111197492328,0,0,2.525892666619948,3.18742465382938,3,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_12_12,Lane,DR,1,1,1.0986122886681096,1.0986122886681096,1,1,1.3013448427221916,1.4027111197492328,1,0,2.525892666619948,3.18742465382938,2,50.0,50.0,50.0,50.0,50.0,0.0
EPAC_12_12,Lane,UL,0,0,1.0986122886681096,1.0986122886681096,0,0,1.3013448427221916,1.4027111197492328,0,0,2.525892666619948,3.18742465382938,1,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_12_12,Lane,UR,0,0,1.0986122886681096,1.0986122886681096,0,0,1.3013448427221916,1.4027111197492328,0,0,2.525892666619948,3.18742465382938,1,0.0,0.0,0.0,0.0,0.0,0.0
IO_15_4,Chapala,DL,0,0,5.27460083993072,6.190891571804875,0,0,4.179502370562409,4.949724891035983,0,0,3.9903878258788605,5.049197174668756,38,0.0,0.0,0.0,0.0,0.0,0.0
IO_15_4,Chapala,DR,0,0,5.27460083993072,6.190891571804875,4,0,4.179502370562409,4.949724891035983,4,0,3.9903878258788605,5.049197174668756,93,0.0,0.0,4.3,0.0,4.3,0.0
IO_15_4,Chapala,UL,0,0,5.27460083993072,6.190891571804875,0,0,4.179502370562409,4.949724891035983,0,0,3.9903878258788605,5.049197174668756,44,0.0,0.0,0.0,0.0,0.0,0.0
IO_15_4,Chapala,UR,0,0,5.27460083993072,6.190891571804875,4,1,4.179502370562409,4.949724891035983,4,0,3.9903878258788605,5.049197174668756,81,0.0,0.0,4.94,1.23,4.94,0.0
EPAC_11_4,Dora,DL,0,0,7.595027209319415,8.894310193449677,0,0,6.352629396319568,7.666133673232432,0,0,5.662681869074348,7.19921913005097,8,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_4,Dora,DR,0,0,7.595027209319415,8.894310193449677,0,0,6.352629396319568,7.666133673232432,0,0,5.662681869074348,7.19921913005097,58,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_4,Dora,UL,0,0,7.595027209319415,8.894310193449677,0,0,6.352629396319568,7.666133673232432,0,0,5.662681869074348,7.19921913005097,57,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_4,Dora,UR,0,0,7.595027209319415,8.894310193449677,4,0,6.352629396319568,7.666133673232432,8,0,5.662681869074348,7.19921913005097,144,0.0,0.0,2.78,0.0,5.56,0.0
SHEM_13_19,Sandra,DL,0,0,2.7204727211007667,3.125937829208931,0,0,2.8903717578961645,3.439677902230219,0,0,2.7084051837516387,3.4083850544543344,27,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_13_19,Sandra,DR,2,1,2.7204727211007667,3.125937829208931,2,0,2.8903717578961645,3.439677902230219,2,0,2.7084051837516387,3.4083850544543344,13,15.38,7.69,15.38,0.0,15.38,0.0
SHEM_13_19,Sandra,UL,0,0,2.7204727211007667,3.125937829208931,0,0,2.8903717578961645,3.439677902230219,0,0,2.7084051837516387,3.4083850544543344,30,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_13_19,Sandra,UR,2,1,2.7204727211007667,3.125937829208931,2,0,2.8903717578961645,3.439677902230219,2,0,2.7084051837516387,3.4083850544543344,24,8.33,4.17,8.33,0.0,8.33,0.0
EPAC_11_5,Eugene,DL,0,0,6.59167373200866,7.690286020676769,0,0,5.703782474656201,6.855075021153224,0,0,5.101988064445943,6.480013089917362,29,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_5,Eugene,DR,0,0,6.59167373200866,7.690286020676769,0,0,5.703782474656201,6.855075021153224,1,0,5.101988064445943,6.480013089917362,81,0.0,0.0,0.0,0.0,1.23,0.0
EPAC_11_5,Eugene,UL,0,0,6.59167373200866,7.690286020676769,0,0,5.703782474656201,6.855075021153224,0,0,5.101988064445943,6.480013089917362,2,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_5,Eugene,UR,0,0,6.59167373200866,7.690286020676769,1,0,5.703782474656201,6.855075021153224,2,0,5.101988064445943,6.480013089917362,61,0.0,0.0,1.64,0.0,3.28,0.0
SHEM_11_7,Zelia,DL,0,0,5.335101590604128,6.182399450991332,0,0,5.083472618048523,6.079687700393626,0,0,4.585122416379387,5.803647364396048,28,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_11_7,Zelia,DR,0,0,5.335101590604128,6.182399450991332,0,0,5.083472618048523,6.079687700393626,4,0,4.585122416379387,5.803647364396048,75,0.0,0.0,0.0,0.0,5.33,0.0
SHEM_11_7,Zelia,UL,0,0,5.335101590604128,6.182399450991332,0,0,5.083472618048523,6.079687700393626,0,0,4.585122416379387,5.803647364396048,43,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_11_7,Zelia,UR,0,0,5.335101590604128,6.182399450991332,0,0,5.083472618048523,6.079687700393626,2,0,4.585122416379387,5.803647364396048,70,0.0,0.0,0.0,0.0,2.86,0.0
SHEM_13_8,Narelle,DL,0,0,8.206904588445122,9.65915691735681,0,0,8.061066168505846,9.80167963846528,0,0,6.978581423174644,9.008269993238107,114,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_13_8,Narelle,DR,0,0,8.206904588445122,9.65915691735681,0,0,8.061066168505846,9.80167963846528,9,0,6.978581423174644,9.008269993238107,87,0.0,0.0,0.0,0.0,10.34,0.0
SHEM_13_8,Narelle,UL,0,0,8.206904588445122,9.65915691735681,0,0,8.061066168505846,9.80167963846528,0,0,6.978581423174644,9.008269993238107,91,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_13_8,Narelle,UR,0,0,8.206904588445122,9.65915691735681,0,0,8.061066168505846,9.80167963846528,0,0,6.978581423174644,9.008269993238107,15,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_15_27,In-Fa,DL,12,1,4.1588830833596715,4.852030263919617,14,3,3.9120230054281464,4.716741961645196,16,1,3.826514068720362,4.911015079063499,116,10.34,0.86,12.07,2.59,13.79,0.86
WPAC_15_27,In-Fa,DR,5,0,4.1588830833596715,4.852030263919617,10,0,3.9120230054281464,4.716741961645196,10,0,3.826514068720362,4.911015079063499,159,3.14,0.0,6.29,0.0,6.29,0.0
WPAC_15_27,In-Fa,UL,0,0,4.1588830833596715,4.852030263919617,0,0,3.9120230054281464,4.716741961645196,0,0,3.826514068720362,4.911015079063499,34,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_15_27,In-Fa,UR,0,0,4.1588830833596715,4.852030263919617,0,0,3.9120230054281464,4.716741961645196,0,0,3.826514068720362,4.911015079063499,80,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_15_13,Marcia,DL,1,1,0.6931471805599453,0.6931471805599453,1,1,1.6479184330021641,1.886611246112719,1,0,1.9205399752066692,2.390486891453715,5,20.0,20.0,20.0,20.0,20.0,0.0
SHEM_15_13,Marcia,DR,0,0,0.6931471805599453,0.6931471805599453,0,0,1.6479184330021641,1.886611246112719,0,0,1.9205399752066692,2.390486891453715,1,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_15_13,Marcia,UL,3,3,0.6931471805599453,0.6931471805599453,1,0,1.6479184330021641,1.886611246112719,0,0,1.9205399752066692,2.390486891453715,5,60.0,60.0,20.0,0.0,0.0,0.0
SHEM_15_13,Marcia,UR,0,0,0.6931471805599453,0.6931471805599453,0,0,1.6479184330021641,1.886611246112719,0,0,1.9205399752066692,2.390486891453715,1,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_17_17,Sanvu,DL,0,0,5.27460083993072,6.190891571804875,0,0,4.653960350157524,5.644163642556919,2,0,3.7546516731215274,4.742549626564715,83,0.0,0.0,0.0,0.0,2.41,0.0
WPAC_17_17,Sanvu,DR,0,0,5.27460083993072,6.190891571804875,0,0,4.653960350157524,5.644163642556919,4,0,3.7546516731215274,4.742549626564715,62,0.0,0.0,0.0,0.0,6.45,0.0
WPAC_17_17,Sanvu,UL,0,0,5.27460083993072,6.190891571804875,0,0,4.653960350157524,5.644163642556919,0,0,3.7546516731215274,4.742549626564715,8,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_17_17,Sanvu,UR,0,0,5.27460083993072,6.190891571804875,0,0,4.653960350157524,5.644163642556919,0,0,3.7546516731215274,4.742549626564715,30,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_13_17,Rusty,DL,0,0,8.620889275801519,10.067808258737845,4,0,7.074619248364051,8.496700470175092,6,0,6.590373893258818,8.400178602513048,91,0.0,0.0,4.4,0.0,6.59,0.0
SHEM_13_17,Rusty,DR,0,0,8.620889275801519,10.067808258737845,0,0,7.074619248364051,8.496700470175092,3,0,6.590373893258818,8.400178602513048,80,0.0,0.0,0.0,0.0,3.75,0.0
SHEM_13_17,Rusty,UL,0,0,8.620889275801519,10.067808258737845,0,0,7.074619248364051,8.496700470175092,0,0,6.590373893258818,8.400178602513048,26,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_13_17,Rusty,UR,0,0,8.620889275801519,10.067808258737845,0,0,7.074619248364051,8.496700470175092,0,0,6.590373893258818,8.400178602513048,73,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_16_8,Georgette,DL,1,0,1.7068099508303562,1.9095425048844386,0,0,2.799210979499187,3.3257269292339977,0,0,3.062042648734321,3.9371815548275766,6,16.67,0.0,0.0,0.0,0.0,0.0
EPAC_16_8,Georgette,DR,0,0,1.7068099508303562,1.9095425048844386,0,0,2.799210979499187,3.3257269292339977,0,0,3.062042648734321,3.9371815548275766,2,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_16_8,Georgette,UL,5,4,1.7068099508303562,1.9095425048844386,3,1,2.799210979499187,3.3257269292339977,1,1,3.062042648734321,3.9371815548275766,13,38.46,30.77,23.08,7.69,7.69,7.69
EPAC_16_8,Georgette,UR,3,3,1.7068099508303562,1.9095425048844386,0,0,2.799210979499187,3.3257269292339977,0,0,3.062042648734321,3.9371815548275766,13,23.08,23.08,0.0,0.0,0.0,0.0
EPAC_15_17,Marty,DL,0,0,6.526439366267325,7.671571670570327,0,0,5.236215564818384,6.270616383855953,0,0,5.294358956776733,6.80362936876311,17,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_15_17,Marty,DR,0,0,6.526439366267325,7.671571670570327,0,0,5.236215564818384,6.270616383855953,0,0,5.294358956776733,6.80362936876311,59,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_15_17,Marty,UL,0,0,6.526439366267325,7.671571670570327,12,3,5.236215564818384,6.270616383855953,12,0,5.294358956776733,6.80362936876311,88,0.0,0.0,13.64,3.41,13.64,0.0
EPAC_15_17,Marty,UR,0,0,6.526439366267325,7.671571670570327,2,0,5.236215564818384,6.270616383855953,1,0,5.294358956776733,6.80362936876311,94,0.0,0.0,2.13,0.0,1.06,0.0
SHEM_10_23,Robyn,DL,0,0,2.7204727211007667,3.125937829208931,1,0,2.4141568686511503,2.8444092906739518,1,0,2.1582624677218876,2.6561519034459247,13,0.0,0.0,7.69,0.0,7.69,0.0
SHEM_10_23,Robyn,DR,0,0,2.7204727211007667,3.125937829208931,0,0,2.4141568686511503,2.8444092906739518,0,0,2.1582624677218876,2.6561519034459247,12,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_10_23,Robyn,UL,0,0,2.7204727211007667,3.125937829208931,0,0,2.4141568686511503,2.8444092906739518,0,0,2.1582624677218876,2.6561519034459247,1,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_15_22,Joalane,DL,0,0,6.340359303727753,7.438971592395863,1,0,5.417580787374854,6.4973229120515406,6,0,4.825478770193332,6.135867627949779,92,0.0,0.0,1.09,0.0,6.52,0.0
SHEM_15_22,Joalane,DR,0,0,6.340359303727753,7.438971592395863,0,0,5.417580787374854,6.4973229120515406,0,0,4.825478770193332,6.135867627949779,87,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_15_22,Joalane,UL,0,0,6.340359303727753,7.438971592395863,0,0,5.417580787374854,6.4973229120515406,0,0,4.825478770193332,6.135867627949779,15,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_15_22,Joalane,UR,0,0,6.340359303727753,7.438971592395863,0,0,5.417580787374854,6.4973229120515406,0,0,4.825478770193332,6.135867627949779,15,0.0,0.0,0.0,0.0,0.0,0.0
IO_15_5,Megh,DL,0,0,5.668930072165434,6.582993628864898,0,0,4.652708785048464,5.469312391030607,0,0,4.3799025184933305,5.4869509081341175,5,0.0,0.0,0.0,0.0,0.0,0.0
IO_15_5,Megh,DR,0,0,5.668930072165434,6.582993628864898,0,0,4.652708785048464,5.469312391030607,0,0,4.3799025184933305,5.4869509081341175,10,0.0,0.0,0.0,0.0,0.0,0.0
IO_15_5,Megh,UL,0,0,5.668930072165434,6.582993628864898,0,0,4.652708785048464,5.469312391030607,0,0,4.3799025184933305,5.4869509081341175,27,0.0,0.0,0.0,0.0,0.0,0.0
IO_15_5,Megh,UR,0,0,5.668930072165434,6.582993628864898,1,0,4.652708785048464,5.469312391030607,3,0,4.3799025184933305,5.4869509081341175,36,0.0,0.0,2.78,0.0,8.33,0.0
WPAC_13_6,Rumbia,DL,0,0,9.234761275968044,10.612046384336594,0,0,8.068648928971127,9.59933362395008,0,0,6.936511605078906,8.642025426273507,55,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_13_6,Rumbia,DR,0,0,9.234761275968044,10.612046384336594,0,0,8.068648928971127,9.59933362395008,0,0,6.936511605078906,8.642025426273507,92,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_13_6,Rumbia,UL,0,0,9.234761275968044,10.612046384336594,0,0,8.068648928971127,9.59933362395008,0,0,6.936511605078906,8.642025426273507,38,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_13_6,Rumbia,UR,0,0,9.234761275968044,10.612046384336594,0,0,8.068648928971127,9.59933362395008,0,0,6.936511605078906,8.642025426273507,101,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_16_15,Namtheun,DL,0,0,6.002758553726741,6.983587806738466,0,0,5.083472618048523,6.079687700393626,0,0,4.592124810765301,5.812730592502179,17,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_16_15,Namtheun,DR,0,0,6.002758553726741,6.983587806738466,0,0,5.083472618048523,6.079687700393626,3,0,4.592124810765301,5.812730592502179,110,0.0,0.0,0.0,0.0,2.73,0.0
WPAC_16_15,Namtheun,UL,0,0,6.002758553726741,6.983587806738466,2,0,5.083472618048523,6.079687700393626,4,0,4.592124810765301,5.812730592502179,20,0.0,0.0,10.0,0.0,20.0,0.0
WPAC_16_15,Namtheun,UR,0,0,6.002758553726741,6.983587806738466,0,0,5.083472618048523,6.079687700393626,0,0,4.592124810765301,5.812730592502179,25,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_7,Greg,DL,0,0,7.356751759808603,8.608379654036701,0,0,6.265611949048214,7.485441346030295,0,0,5.187270071596614,6.531814309300742,1,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_7,Greg,DR,0,0,7.356751759808603,8.608379654036701,0,0,6.265611949048214,7.485441346030295,0,0,5.187270071596614,6.531814309300742,19,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_7,Greg,UL,0,0,7.356751759808603,8.608379654036701,0,0,6.265611949048214,7.485441346030295,0,0,5.187270071596614,6.531814309300742,16,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_11_7,Greg,UR,0,0,7.356751759808603,8.608379654036701,0,0,6.265611949048214,7.485441346030295,0,0,5.187270071596614,6.531814309300742,32,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_15_9,Chan-Hom,DL,0,0,5.111312861849701,5.986781599203601,4,0,4.0312864262549635,4.764454960651678,5,0,3.7486421149336486,4.722813177115353,118,0.0,0.0,3.39,0.0,4.24,0.0
WPAC_15_9,Chan-Hom,DR,0,0,5.111312861849701,5.986781599203601,1,0,4.0312864262549635,4.764454960651678,1,0,3.7486421149336486,4.722813177115353,274,0.0,0.0,0.36,0.0,0.36,0.0
WPAC_15_9,Chan-Hom,UL,0,0,5.111312861849701,5.986781599203601,0,0,4.0312864262549635,4.764454960651678,0,0,3.7486421149336486,4.722813177115353,18,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_15_9,Chan-Hom,UR,0,0,5.111312861849701,5.986781599203601,4,2,4.0312864262549635,4.764454960651678,6,2,3.7486421149336486,4.722813177115353,97,0.0,0.0,4.12,2.06,6.19,2.06
ATL_10_19,Richard,DL,0,0,6.72947513315174,7.689250976965634,2,0,5.776619798608467,6.77283488095357,4,0,5.516483385467888,6.848637896331142,118,0.0,0.0,1.69,0.0,3.39,0.0
ATL_10_19,Richard,DR,0,0,6.72947513315174,7.689250976965634,1,0,5.776619798608467,6.77283488095357,3,0,5.516483385467888,6.848637896331142,108,0.0,0.0,0.93,0.0,2.78,0.0
ATL_10_19,Richard,UL,0,0,6.72947513315174,7.689250976965634,0,0,5.776619798608467,6.77283488095357,0,0,5.516483385467888,6.848637896331142,55,0.0,0.0,0.0,0.0,0.0,0.0
ATL_10_19,Richard,UR,0,0,6.72947513315174,7.689250976965634,0,0,5.776619798608467,6.77283488095357,0,0,5.516483385467888,6.848637896331142,88,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_17_5,Dineo,DL,0,0,5.440945442201535,6.251875658417864,0,0,5.241060673153656,6.204752251162098,3,0,4.941327647754352,6.206731945035075,98,0.0,0.0,0.0,0.0,3.06,0.0
SHEM_17_5,Dineo,DR,2,0,5.440945442201535,6.251875658417864,3,0,5.241060673153656,6.204752251162098,4,0,4.941327647754352,6.206731945035075,88,2.27,0.0,3.41,0.0,4.55,0.0
SHEM_17_5,Dineo,UL,0,0,5.440945442201535,6.251875658417864,0,0,5.241060673153656,6.204752251162098,0,0,4.941327647754352,6.206731945035075,8,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_17_5,Dineo,UR,0,0,5.440945442201535,6.251875658417864,0,0,5.241060673153656,6.204752251162098,0,0,4.941327647754352,6.206731945035075,28,0.0,0.0,0.0,0.0,0.0,0.0
ATL_13_9,Humberto,DL,0,0,4.1588830833596715,4.852030263919617,7,1,3.1986731175506815,3.8250546017983655,2,0,3.5129467528450857,4.467681853367119,55,0.0,0.0,12.73,1.82,3.64,0.0
ATL_13_9,Humberto,DR,7,2,4.1588830833596715,4.852030263919617,12,8,3.1986731175506815,3.8250546017983655,10,3,3.5129467528450857,4.467681853367119,96,7.29,2.08,12.5,8.33,10.42,3.12
ATL_13_9,Humberto,UL,0,0,4.1588830833596715,4.852030263919617,0,0,3.1986731175506815,3.8250546017983655,0,0,3.5129467528450857,4.467681853367119,29,0.0,0.0,0.0,0.0,0.0,0.0
ATL_13_9,Humberto,UR,0,0,4.1588830833596715,4.852030263919617,0,0,3.1986731175506815,3.8250546017983655,0,0,3.5129467528450857,4.467681853367119,43,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_13_10,Garry,DL,2,0,5.27460083993072,6.190891571804875,8,2,4.436751534363128,5.3726526228139235,8,0,4.379120839445802,5.607379138412507,127,1.57,0.0,6.3,1.57,6.3,0.0
SHEM_13_10,Garry,DR,9,0,5.27460083993072,6.190891571804875,16,8,4.436751534363128,5.3726526228139235,17,3,4.379120839445802,5.607379138412507,154,5.84,0.0,10.39,5.19,11.04,1.95
SHEM_13_10,Garry,UL,0,0,5.27460083993072,6.190891571804875,0,0,4.436751534363128,5.3726526228139235,0,0,4.379120839445802,5.607379138412507,105,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_13_10,Garry,UR,0,0,5.27460083993072,6.190891571804875,0,0,4.436751534363128,5.3726526228139235,0,0,4.379120839445802,5.607379138412507,110,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_12_16,Koji,DL,2,2,0.6931471805599453,0.6931471805599453,2,2,0.6931471805599453,0.6931471805599453,1,1,1.131757287024978,1.3143403690097168,4,50.0,50.0,50.0,50.0,25.0,25.0
SHEM_12_16,Koji,DR,1,1,0.6931471805599453,0.6931471805599453,1,1,0.6931471805599453,0.6931471805599453,0,0,1.131757287024978,1.3143403690097168,15,6.67,6.67,6.67,6.67,0.0,0.0
SHEM_12_16,Koji,UL,1,1,0.6931471805599453,0.6931471805599453,1,1,0.6931471805599453,0.6931471805599453,0,0,1.131757287024978,1.3143403690097168,5,20.0,20.0,20.0,20.0,0.0,0.0
SHEM_12_16,Koji,UR,0,0,0.6931471805599453,0.6931471805599453,0,0,0.6931471805599453,0.6931471805599453,0,0,1.131757287024978,1.3143403690097168,2,0.0,0.0,0.0,0.0,0.0,0.0
IO_13_6,Madi,DL,0,0,2.7204727211007667,3.125937829208931,0,0,2.525728644308255,2.9838740102453327,0,0,3.2805506393095643,4.214379563350694,3,0.0,0.0,0.0,0.0,0.0,0.0
IO_13_6,Madi,DR,0,0,2.7204727211007667,3.125937829208931,0,0,2.525728644308255,2.9838740102453327,0,0,3.2805506393095643,4.214379563350694,19,0.0,0.0,0.0,0.0,0.0,0.0
IO_13_6,Madi,UL,0,0,2.7204727211007667,3.125937829208931,0,0,2.525728644308255,2.9838740102453327,0,0,3.2805506393095643,4.214379563350694,8,0.0,0.0,0.0,0.0,0.0,0.0
IO_13_6,Madi,UR,8,6,2.7204727211007667,3.125937829208931,9,6,2.525728644308255,2.9838740102453327,5,1,3.2805506393095643,4.214379563350694,44,18.18,13.64,20.45,13.64,11.36,2.27
EPAC_16_16,Orlene,DL,0,0,5.27460083993072,6.190891571804875,2,0,3.9596780953303092,4.7763108240229,2,0,3.553273023938339,4.478000203542068,34,0.0,0.0,5.88,0.0,5.88,0.0
EPAC_16_16,Orlene,DR,0,0,5.27460083993072,6.190891571804875,0,0,3.9596780953303092,4.7763108240229,2,0,3.553273023938339,4.478000203542068,44,0.0,0.0,0.0,0.0,4.55,0.0
EPAC_16_16,Orlene,UL,0,0,5.27460083993072,6.190891571804875,0,0,3.9596780953303092,4.7763108240229,0,0,3.553273023938339,4.478000203542068,6,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_16_16,Orlene,UR,0,0,5.27460083993072,6.190891571804875,0,0,3.9596780953303092,4.7763108240229,0,0,3.553273023938339,4.478000203542068,20,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_11_19,Bune,DL,1,0,5.27460083993072,6.190891571804875,8,1,4.356708826689592,5.2725992382220035,8,1,4.40488309697939,5.653515246039456,73,1.37,0.0,10.96,1.37,10.96,1.37
SHEM_11_19,Bune,DR,0,0,5.27460083993072,6.190891571804875,0,0,4.356708826689592,5.2725992382220035,0,0,4.40488309697939,5.653515246039456,38,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_11_19,Bune,UL,0,0,5.27460083993072,6.190891571804875,0,0,4.356708826689592,5.2725992382220035,0,0,4.40488309697939,5.653515246039456,10,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_11_19,Bune,UR,0,0,5.27460083993072,6.190891571804875,0,0,4.356708826689592,5.2725992382220035,0,0,4.40488309697939,5.653515246039456,6,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_12_15,Tembin,DL,3,0,5.940025469499822,6.938554299610948,12,1,5.417580787374854,6.4973229120515406,18,0,5.143077272732677,6.567795683510381,205,1.46,0.0,5.85,0.49,8.78,0.0
WPAC_12_15,Tembin,DR,0,0,5.940025469499822,6.938554299610948,0,0,5.417580787374854,6.4973229120515406,0,0,5.143077272732677,6.567795683510381,128,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_12_15,Tembin,UL,1,0,5.940025469499822,6.938554299610948,6,0,5.417580787374854,6.4973229120515406,8,0,5.143077272732677,6.567795683510381,160,0.62,0.0,3.75,0.0,5.0,0.0
WPAC_12_15,Tembin,UR,0,0,5.940025469499822,6.938554299610948,0,0,5.417580787374854,6.4973229120515406,0,0,5.143077272732677,6.567795683510381,134,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_16_14,Madeline,DR,0,0,3.6247575128615814,4.184373300797004,0,0,2.793208009442517,3.216856939636119,0,0,3.779100364690512,4.830262238550025,1,0.0,0.0,0.0,0.0,0.0,0.0
EPAC_16_14,Madeline,UR,0,0,3.6247575128615814,4.184373300797004,2,1,2.793208009442517,3.216856939636119,0,0,3.779100364690512,4.830262238550025,8,0.0,0.0,25.0,12.5,0.0,0.0
WPAC_17_15,Hato,DL,0,0,8.540909718033554,9.927204079153444,0,0,7.041088546420756,8.426894148831696,1,0,6.394099131632227,8.077591135860628,63,0.0,0.0,0.0,0.0,1.59,0.0
WPAC_17_15,Hato,DR,0,0,8.540909718033554,9.927204079153444,0,0,7.041088546420756,8.426894148831696,1,0,6.394099131632227,8.077591135860628,80,0.0,0.0,0.0,0.0,1.25,0.0
WPAC_17_15,Hato,UL,0,0,8.540909718033554,9.927204079153444,0,0,7.041088546420756,8.426894148831696,0,0,6.394099131632227,8.077591135860628,6,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_17_15,Hato,UR,0,0,8.540909718033554,9.927204079153444,0,0,7.041088546420756,8.426894148831696,0,0,6.394099131632227,8.077591135860628,58,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_17_16,Cook,DL,4,0,5.335101590604128,6.182399450991332,8,1,4.653552020204245,5.542286953088279,8,0,4.552296844616166,5.782009509896854,87,4.6,0.0,9.2,1.15,9.2,0.0
SHEM_17_16,Cook,DR,0,0,5.335101590604128,6.182399450991332,0,0,4.653552020204245,5.542286953088279,0,0,4.552296844616166,5.782009509896854,66,0.0,0.0,0.0,0.0,0.0,0.0
SHEM_17_16,Cook,UL,0,0,5.335101590604128,6.182399450991332,1,0,4.653552020204245,5.542286953088279,1,0,4.552296844616166,5.782009509896854,22,0.0,0.0,4.55,0.0,4.55,0.0
SHEM_17_16,Cook,UR,0,0,5.335101590604128,6.182399450991332,0,0,4.653552020204245,5.542286953088279,0,0,4.552296844616166,5.782009509896854,3,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_10_16,Chaba,DL,3,3,0.6931471805599453,0.6931471805599453,2,1,1.5040773967762737,1.706809950830356,0,0,2.4601965283064877,3.152818065949819,9,33.33,33.33,22.22,11.11,0.0,0.0
WPAC_10_16,Chaba,DR,17,17,0.6931471805599453,0.6931471805599453,11,10,1.5040773967762737,1.706809950830356,6,1,2.4601965283064877,3.152818065949819,46,36.96,36.96,23.91,21.74,13.04,2.17
WPAC_10_16,Chaba,UL,0,0,0.6931471805599453,0.6931471805599453,0,0,1.5040773967762737,1.706809950830356,0,0,2.4601965283064877,3.152818065949819,3,0.0,0.0,0.0,0.0,0.0,0.0
WPAC_10_16,Chaba,UR,6,6,0.6931471805599453,0.6931471805599453,1,1,1.5040773967762737,1.706809950830356,0,0,2.4601965283064877,3.152818065949819,21,28.57,28.57,4.76,4.76,0.0,0.0
WPAC_16_26,Meari,DL,0,0,4.564348191467836,5.2574953720277815,0,0,5.083472618048523,6.079687700393626,0,0,4.784521963656097,6.070198465775497,28,0.0,0.0,0.0,0.0,0.0,0.0
