year,month,day,hour,lat,lon,pressure,knots,storm_code,storm_name,category,basin
2020,10,20,0,12.1,-80.0,0,15,ATL_20_28,Zeta,2,ATL
2020,10,20,6,12.5,-80.1,0,15,ATL_20_28,Zeta,2,ATL
2020,10,20,12,12.8,-80.2,0,15,ATL_20_28,Zeta,2,ATL
2020,10,20,18,13.2,-80.3,0,15,ATL_20_28,Zeta,2,ATL
2020,10,21,0,13.8,-80.4,0,15,ATL_20_28,Zeta,2,ATL
2020,10,21,6,14.3,-80.5,0,15,ATL_20_28,Zeta,2,ATL
2020,10,21,12,14.8,-80.6,0,15,ATL_20_28,Zeta,2,ATL
2020,10,21,18,15.3,-80.7,0,15,ATL_20_28,Zeta,2,ATL
2020,10,22,0,15.8,-80.8,0,15,ATL_20_28,Zeta,2,ATL
2020,10,22,6,16.3,-80.9,0,20,ATL_20_28,Zeta,2,ATL
2020,10,22,12,16.9,-81.0,0,20,ATL_20_28,Zeta,2,ATL
2020,10,22,18,17.5,-81.1,0,20,ATL_20_28,Zeta,2,ATL
2020,10,23,0,17.9,-81.2,1009,20,ATL_20_28,Zeta,2,ATL
2020,10,23,6,18.2,-81.3,1008,25,ATL_20_28,Zeta,2,ATL
2020,10,23,12,18.6,-81.5,1008,25,ATL_20_28,Zeta,2,ATL
2020,10,23,18,19.0,-81.7,1007,25,ATL_20_28,Zeta,2,ATL
2020,10,24,0,18.9,-82.1,1007,25,ATL_20_28,Zeta,2,ATL
2020,10,24,6,18.6,-82.3,1007,25,ATL_20_28,Zeta,2,ATL
2020,10,24,12,18.4,-82.6,1007,25,ATL_20_28,Zeta,2,ATL
2020,10,24,18,18.3,-83.0,1006,25,ATL_20_28,Zeta,2,ATL
2020,10,25,0,18.1,-83.2,1006,30,ATL_20_28,Zeta,2,ATL
2020,10,25,6,17.7,-83.4,1005,40,ATL_20_28,Zeta,2,ATL
2020,10,25,12,17.8,-83.7,1004,45,ATL_20_28,Zeta,2,ATL
2020,10,25,18,18.0,-83.8,1002,50,ATL_20_28,Zeta,2,ATL
2020,10,26,0,18.2,-83.9,996,55,ATL_20_28,Zeta,2,ATL
2020,10,26,6,18.5,-84.1,993,65,ATL_20_28,Zeta,2,ATL
2020,10,26,12,18.9,-84.8,990,65,ATL_20_28,Zeta,2,ATL
2020,10,26,18,19.4,-85.7,981,70,ATL_20_28,Zeta,2,ATL
2020,10,27,0,19.9,-86.6,980,70,ATL_20_28,Zeta,2,ATL
2020,10,27,6,20.6,-87.9,982,65,ATL_20_28,Zeta,2,ATL
2020,10,27,12,21.3,-89.0,985,60,ATL_20_28,Zeta,2,ATL
2020,10,27,18,22.2,-90.0,988,55,ATL_20_28,Zeta,2,ATL
2020,10,28,0,23.2,-90.8,990,60,ATL_20_28,Zeta,2,ATL
2020,10,28,6,24.4,-91.5,984,75,ATL_20_28,Zeta,2,ATL
2020,10,28,12,26.0,-91.7,978,80,ATL_20_28,Zeta,2,ATL
2020,10,28,18,28.0,-91.1,973,90,ATL_20_28,Zeta,2,ATL
2020,10,29,0,30.2,-89.9,973,85,ATL_20_28,Zeta,2,ATL
2020,10,29,6,32.8,-87.5,986,60,ATL_20_28,Zeta,2,ATL
2020,10,29,12,35.3,-83.6,990,45,ATL_20_28,Zeta,2,ATL
2020,10,29,18,37.8,-78.2,992,45,ATL_20_28,Zeta,2,ATL
2020,10,20,0,12.1,-80.0,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,20,6,12.5,-80.1,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,20,12,12.8,-80.2,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,20,18,13.2,-80.3,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,21,0,13.8,-80.4,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,21,6,14.3,-80.5,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,21,12,14.8,-80.6,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,21,18,15.3,-80.7,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,22,0,15.8,-80.8,0,15,ATL_20_28,Twenty-Eig,2,ATL
2020,10,22,6,16.3,-80.9,0,20,ATL_20_28,Twenty-Eig,2,ATL
2020,10,22,12,16.9,-81.0,0,20,ATL_20_28,Twenty-Eig,2,ATL
2020,10,22,18,17.5,-81.1,0,20,ATL_20_28,Twenty-Eig,2,ATL
2020,10,23,0,17.9,-81.2,1009,20,ATL_20_28,Twenty-Eig,2,ATL
2020,10,23,6,18.2,-81.3,1008,25,ATL_20_28,Twenty-Eig,2,ATL
2020,10,23,12,18.5,-81.5,1008,25,ATL_20_28,Twenty-Eig,2,ATL
2020,10,23,18,19.3,-81.9,1007,25,ATL_20_28,Twenty-Eig,2,ATL
2020,10,24,0,18.9,-82.1,1007,25,ATL_20_28,Twenty-Eig,2,ATL
2020,10,24,6,18.7,-82.3,1007,25,ATL_20_28,Twenty-Eig,2,ATL
2020,10,24,12,18.4,-82.7,1007,25,ATL_20_28,Twenty-Eig,2,ATL
2020,10,24,18,18.5,-83.0,1005,25,ATL_20_28,Twenty-Eig,2,ATL
2019,12,23,6,-5.4,175.5,1005,15,SHEM_20_4,Sarai,1,SHEM
2019,12,23,12,-5.8,176.0,1004,15,SHEM_20_4,Sarai,1,SHEM
2019,12,23,18,-6.3,176.2,1003,15,SHEM_20_4,Sarai,1,SHEM
2019,12,24,0,-6.8,176.4,1002,15,SHEM_20_4,Sarai,1,SHEM
2019,12,24,6,-7.4,176.6,1000,20,SHEM_20_4,Sarai,1,SHEM
2019,12,24,12,-7.8,176.4,1000,20,SHEM_20_4,Sarai,1,SHEM
2019,12,24,18,-8.1,176.1,1000,20,SHEM_20_4,Sarai,1,SHEM
2019,12,25,0,-8.3,175.7,1002,25,SHEM_20_4,Sarai,1,SHEM
2019,12,25,6,-8.8,175.7,1001,25,SHEM_20_4,Sarai,1,SHEM
2019,12,25,12,-9.8,175.8,1002,25,SHEM_20_4,Sarai,1,SHEM
2019,12,25,18,-11.0,175.8,1000,25,SHEM_20_4,Sarai,1,SHEM
2019,12,26,0,-12.0,175.8,1000,25,SHEM_20_4,Sarai,1,SHEM
2019,12,26,6,-13.2,175.8,1000,35,SHEM_20_4,Sarai,1,SHEM
2019,12,26,12,-14.4,175.8,996,45,SHEM_20_4,Sarai,1,SHEM
2019,12,26,18,-15.7,175.5,994,45,SHEM_20_4,Sarai,1,SHEM
2019,12,27,0,-16.8,175.4,990,50,SHEM_20_4,Sarai,1,SHEM
2019,12,27,6,-18.0,175.5,986,55,SHEM_20_4,Sarai,1,SHEM
2019,12,27,12,-18.6,176.0,988,55,SHEM_20_4,Sarai,1,SHEM
2019,12,27,18,-19.2,176.6,983,60,SHEM_20_4,Sarai,1,SHEM
2019,12,28,0,-19.9,177.2,979,65,SHEM_20_4,Sarai,1,SHEM
2019,12,28,6,-20.2,177.5,979,65,SHEM_20_4,Sarai,1,SHEM
2019,12,28,12,-20.1,177.9,976,70,SHEM_20_4,Sarai,1,SHEM
2019,12,28,18,-19.9,178.3,974,70,SHEM_20_4,Sarai,1,SHEM
2019,12,29,0,-20.3,179.1,975,70,SHEM_20_4,Sarai,1,SHEM
2019,12,29,6,-20.5,179.7,978,65,SHEM_20_4,Sarai,1,SHEM
2019,12,29,12,-20.3,-179.6,980,65,SHEM_20_4,Sarai,1,SHEM
2019,12,29,18,-20.5,-178.9,982,60,SHEM_20_4,Sarai,1,SHEM
2019,12,30,0,-20.7,-178.6,984,55,SHEM_20_4,Sarai,1,SHEM
2019,12,30,6,-21.1,-177.4,986,50,SHEM_20_4,Sarai,1,SHEM
2019,12,30,12,-21.2,-176.7,991,45,SHEM_20_4,Sarai,1,SHEM
2019,12,30,18,-21.1,-175.9,991,45,SHEM_20_4,Sarai,1,SHEM
2019,12,31,0,-20.7,-175.3,993,40,SHEM_20_4,Sarai,1,SHEM
2019,12,31,6,-20.4,-173.9,997,35,SHEM_20_4,Sarai,1,SHEM
2019,12,31,12,-20.6,-172.7,999,30,SHEM_20_4,Sarai,1,SHEM
2019,12,31,18,-20.5,-171.3,1001,30,SHEM_20_4,Sarai,1,SHEM
2020,1,1,0,-20.7,-168.6,999,30,SHEM_20_4,Sarai,1,SHEM
2020,1,1,6,-21.0,-166.7,1001,25,SHEM_20_4,Sarai,1,SHEM
2020,1,1,12,-21.3,-164.6,992,45,SHEM_20_4,Sarai,1,SHEM
2020,1,1,18,-22.1,-161.8,994,40,SHEM_20_4,Sarai,1,SHEM
2020,1,2,0,-22.9,-159.3,992,40,SHEM_20_4,Sarai,1,SHEM
2020,1,2,6,-24.8,-156.5,992,40,SHEM_20_4,Sarai,1,SHEM
2020,1,2,12,-27.1,-153.8,993,35,SHEM_20_4,Sarai,1,SHEM
2016,1,13,18,-12.1,-165.1,1002,25,SHEM_16_7,Victor,2,SHEM
2016,1,14,0,-12.6,-164.9,1000,25,SHEM_16_7,Victor,2,SHEM
2016,1,14,6,-13.1,-164.8,1004,25,SHEM_16_7,Victor,2,SHEM
2016,1,14,12,-13.6,-164.9,1000,30,SHEM_16_7,Victor,2,SHEM
2016,1,14,18,-14.0,-165.2,993,35,SHEM_16_7,Victor,2,SHEM
2016,1,15,0,-14.3,-165.5,992,40,SHEM_16_7,Victor,2,SHEM
2016,1,15,6,-14.5,-165.8,989,45,SHEM_16_7,Victor,2,SHEM
2016,1,15,12,-14.4,-166.0,982,55,SHEM_16_7,Victor,2,SHEM
2016,1,15,18,-14.3,-166.1,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,16,0,-14.5,-166.1,970,70,SHEM_16_7,Victor,2,SHEM
2016,1,16,6,-14.7,-166.2,967,75,SHEM_16_7,Victor,2,SHEM
2016,1,16,12,-14.9,-166.3,967,75,SHEM_16_7,Victor,2,SHEM
2016,1,16,18,-15.1,-166.4,967,75,SHEM_16_7,Victor,2,SHEM
2016,1,17,0,-15.5,-166.4,970,70,SHEM_16_7,Victor,2,SHEM
2016,1,17,6,-16.1,-166.4,970,70,SHEM_16_7,Victor,2,SHEM
2016,1,17,12,-16.8,-166.4,970,70,SHEM_16_7,Victor,2,SHEM
2016,1,17,18,-17.4,-166.4,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,18,0,-18.2,-166.3,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,18,6,-19.1,-166.1,967,75,SHEM_16_7,Victor,2,SHEM
2016,1,18,12,-19.7,-166.1,963,80,SHEM_16_7,Victor,2,SHEM
2016,1,18,18,-20.1,-166.2,956,90,SHEM_16_7,Victor,2,SHEM
2016,1,19,0,-20.5,-166.6,959,85,SHEM_16_7,Victor,2,SHEM
2016,1,19,6,-20.8,-167.1,963,80,SHEM_16_7,Victor,2,SHEM
2016,1,19,12,-21.1,-167.6,967,75,SHEM_16_7,Victor,2,SHEM
2016,1,19,18,-21.3,-168.0,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,20,0,-21.5,-168.5,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,20,6,-21.5,-168.9,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,20,12,-21.5,-169.2,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,20,18,-21.5,-169.5,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,21,0,-21.5,-170.2,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,21,6,-21.5,-171.0,974,65,SHEM_16_7,Victor,2,SHEM
2016,1,21,12,-21.5,-171.8,978,60,SHEM_16_7,Victor,2,SHEM
2016,1,21,18,-21.6,-172.5,985,50,SHEM_16_7,Victor,2,SHEM
2016,1,22,0,-21.8,-173.3,989,45,SHEM_16_7,Victor,2,SHEM
2016,1,22,6,-22.0,-174.3,993,40,SHEM_16_7,Victor,2,SHEM
2016,1,22,12,-22.2,-175.4,998,35,SHEM_16_7,Victor,2,SHEM
2016,1,22,18,-22.9,-176.1,1000,30,SHEM_16_7,Victor,2,SHEM
2016,1,23,0,-23.9,-176.6,1000,30,SHEM_16_7,Victor,2,SHEM
2017,8,2,6,9.5,-13.0,1012,20,ATL_17_8,Gert,2,ATL
2017,8,2,12,9.7,-13.9,1012,20,ATL_17_8,Gert,2,ATL
2017,8,2,18,9.8,-15.0,1012,20,ATL_17_8,Gert,2,ATL
2017,8,3,0,9.9,-16.4,1011,20,ATL_17_8,Gert,2,ATL
2017,8,3,6,10.0,-17.9,1011,20,ATL_17_8,Gert,2,ATL
2017,8,3,12,9.9,-19.5,1010,25,ATL_17_8,Gert,2,ATL
2017,8,3,18,9.9,-21.1,1010,25,ATL_17_8,Gert,2,ATL
2017,8,4,0,9.8,-22.7,1010,25,ATL_17_8,Gert,2,ATL
2017,8,4,6,9.8,-24.6,1010,25,ATL_17_8,Gert,2,ATL
2017,8,4,12,9.8,-26.4,1010,25,ATL_17_8,Gert,2,ATL
2017,8,4,18,9.9,-28.1,1011,25,ATL_17_8,Gert,2,ATL
2017,8,5,0,10.1,-30.0,1010,25,ATL_17_8,Gert,2,ATL
2017,8,5,6,10.4,-31.7,1010,25,ATL_17_8,Gert,2,ATL
2017,8,5,12,10.7,-33.6,1010,25,ATL_17_8,Gert,2,ATL
2017,8,5,18,11.1,-35.3,1010,25,ATL_17_8,Gert,2,ATL
2017,8,6,0,11.7,-37.0,1010,25,ATL_17_8,Gert,2,ATL
2017,8,6,6,12.4,-38.6,1010,25,ATL_17_8,Gert,2,ATL
2017,8,6,12,13.0,-40.0,1010,25,ATL_17_8,Gert,2,ATL
2017,8,6,18,13.5,-41.2,1010,25,ATL_17_8,Gert,2,ATL
2017,8,7,0,13.9,-42.1,1010,25,ATL_17_8,Gert,2,ATL
2017,8,7,6,14.5,-43.1,1010,25,ATL_17_8,Gert,2,ATL
2017,8,7,12,14.9,-44.2,1010,25,ATL_17_8,Gert,2,ATL
2017,8,7,18,15.1,-45.6,1010,25,ATL_17_8,Gert,2,ATL
2017,8,8,0,15.2,-47.0,1011,25,ATL_17_8,Gert,2,ATL
2017,8,8,6,15.3,-48.5,1011,25,ATL_17_8,Gert,2,ATL
2017,8,8,12,15.5,-50.1,1011,25,ATL_17_8,Gert,2,ATL
2017,8,8,18,15.7,-51.8,1011,25,ATL_17_8,Gert,2,ATL
2017,8,9,0,16.0,-53.3,1011,25,ATL_17_8,Gert,2,ATL
2017,8,9,6,16.5,-54.5,1012,25,ATL_17_8,Gert,2,ATL
2017,8,9,12,17.1,-55.7,1012,25,ATL_17_8,Gert,2,ATL
2017,8,9,18,17.7,-56.6,1013,25,ATL_17_8,Gert,2,ATL
2017,8,10,0,18.4,-57.8,1013,25,ATL_17_8,Gert,2,ATL
2017,8,10,6,19.2,-58.8,1014,25,ATL_17_8,Gert,2,ATL
2017,8,10,12,19.6,-60.0,1015,25,ATL_17_8,Gert,2,ATL
2017,8,10,18,20.1,-60.7,1015,25,ATL_17_8,Gert,2,ATL
2017,8,11,0,21.0,-62.0,1014,25,ATL_17_8,Gert,2,ATL
2017,8,11,6,21.5,-63.3,1014,25,ATL_17_8,Gert,2,ATL
2017,8,11,12,21.9,-64.3,1013,25,ATL_17_8,Gert,2,ATL
2017,8,11,18,22.1,-66.2,1013,25,ATL_17_8,Gert,2,ATL
2017,8,12,0,22.5,-67.1,1012,25,ATL_17_8,Gert,2,ATL
2017,8,12,6,22.8,-68.0,1012,25,ATL_17_8,Gert,2,ATL
2017,8,12,12,23.2,-68.7,1012,25,ATL_17_8,Gert,2,ATL
2017,8,12,18,24.0,-69.3,1012,25,ATL_17_8,Gert,2,ATL
2017,8,13,0,24.9,-69.9,1011,30,ATL_17_8,Gert,2,ATL
2017,8,13,6,25.9,-70.6,1011,30,ATL_17_8,Gert,2,ATL
2017,8,13,12,26.9,-71.1,1011,30,ATL_17_8,Gert,2,ATL
2017,8,13,18,27.7,-71.5,1010,35,ATL_17_8,Gert,2,ATL
2017,8,14,0,28.5,-71.8,1009,40,ATL_17_8,Gert,2,ATL
2017,8,14,6,29.3,-72.1,1009,40,ATL_17_8,Gert,2,ATL
2017,8,14,12,29.8,-72.2,1002,50,ATL_17_8,Gert,2,ATL
2017,8,14,18,30.2,-72.3,992,60,ATL_17_8,Gert,2,ATL
2017,8,15,0,30.8,-72.4,986,65,ATL_17_8,Gert,2,ATL
2017,8,15,6,31.5,-72.4,986,65,ATL_17_8,Gert,2,ATL
2017,8,15,12,32.3,-72.1,986,65,ATL_17_8,Gert,2,ATL
2017,8,15,18,33.1,-71.8,981,70,ATL_17_8,Gert,2,ATL
2017,8,16,0,34.2,-71.0,979,75,ATL_17_8,Gert,2,ATL
2017,8,16,6,35.4,-69.5,975,80,ATL_17_8,Gert,2,ATL
2017,8,16,12,36.8,-67.1,975,80,ATL_17_8,Gert,2,ATL
2017,8,16,18,38.2,-64.1,970,85,ATL_17_8,Gert,2,ATL
2017,8,17,0,39.5,-60.3,967,90,ATL_17_8,Gert,2,ATL
2017,8,17,6,40.7,-56.0,968,85,ATL_17_8,Gert,2,ATL
2017,8,17,12,42.2,-52.0,982,60,ATL_17_8,Gert,2,ATL
2017,8,17,18,44.0,-48.0,985,55,ATL_17_8,Gert,2,ATL
2017,8,18,0,46.4,-44.2,992,50,ATL_17_8,Gert,2,ATL
2013,8,15,0,22.7,122.3,1002,15,WPAC_13_12,Trami,1,WPAC
2013,8,15,6,22.7,122.5,1010,15,WPAC_13_12,Trami,1,WPAC
2013,8,15,12,22.8,122.7,1010,15,WPAC_13_12,Trami,1,WPAC
2013,8,15,18,22.9,122.9,1010,15,WPAC_13_12,Trami,1,WPAC
2013,8,16,0,22.9,123.0,1004,20,WPAC_13_12,Trami,1,WPAC
2013,8,16,6,22.8,123.1,1007,20,WPAC_13_12,Trami,1,WPAC
2013,8,16,12,22.4,123.2,1007,20,WPAC_13_12,Trami,1,WPAC
2013,8,16,18,21.7,123.7,999,20,WPAC_13_12,Trami,1,WPAC
2013,8,17,0,21.2,124.4,999,25,WPAC_13_12,Trami,1,WPAC
2013,8,17,6,20.6,125.2,998,30,WPAC_13_12,Trami,1,WPAC
2013,8,17,12,20.3,125.9,998,30,WPAC_13_12,Trami,1,WPAC
2013,8,17,18,20.2,126.5,998,30,WPAC_13_12,Trami,1,WPAC
2013,8,18,0,20.2,127.1,997,30,WPAC_13_12,Trami,1,WPAC
2013,8,18,6,20.3,127.6,996,35,WPAC_13_12,Trami,1,WPAC
2013,8,18,12,20.0,127.7,996,35,WPAC_13_12,Trami,1,WPAC
2013,8,18,18,19.8,127.7,993,40,WPAC_13_12,Trami,1,WPAC
2013,8,19,0,19.5,127.9,989,45,WPAC_13_12,Trami,1,WPAC
2013,8,19,6,19.7,128.1,985,50,WPAC_13_12,Trami,1,WPAC
2013,8,19,12,20.1,128.4,985,50,WPAC_13_12,Trami,1,WPAC
2013,8,19,18,20.9,128.6,982,55,WPAC_13_12,Trami,1,WPAC
2013,8,20,0,21.9,128.5,982,55,WPAC_13_12,Trami,1,WPAC
2013,8,20,3,22.7,128.2,982,55,WPAC_13_12,Trami,1,WPAC
2013,8,20,6,23.2,127.5,982,55,WPAC_13_12,Trami,1,WPAC
2013,8,20,12,23.9,126.8,978,60,WPAC_13_12,Trami,1,WPAC
2013,8,20,18,24.5,125.9,978,60,WPAC_13_12,Trami,1,WPAC
2013,8,21,0,25.2,124.4,974,65,WPAC_13_12,Trami,1,WPAC
2013,8,21,6,25.7,122.9,974,65,WPAC_13_12,Trami,1,WPAC
2013,8,21,12,25.8,121.2,970,70,WPAC_13_12,Trami,1,WPAC
2013,8,21,18,25.6,119.6,967,75,WPAC_13_12,Trami,1,WPAC
2013,8,22,0,25.9,117.9,978,60,WPAC_13_12,Trami,1,WPAC
2013,8,22,6,26.5,116.4,989,45,WPAC_13_12,Trami,1,WPAC
2013,8,22,12,26.8,114.9,1000,30,WPAC_13_12,Trami,1,WPAC
2013,8,22,18,27.2,114.1,1004,25,WPAC_13_12,Trami,1,WPAC
2016,7,27,18,12.6,-28.9,0,15,ATL_16_5,Earl,1,ATL
2016,7,28,0,12.7,-30.1,0,15,ATL_16_5,Earl,1,ATL
2016,7,28,6,12.8,-31.5,0,15,ATL_16_5,Earl,1,ATL
2016,7,28,12,12.9,-33.0,0,15,ATL_16_5,Earl,1,ATL
2016,7,28,18,13.2,-35.1,1011,20,ATL_16_5,Earl,1,ATL
2016,7,29,0,13.4,-37.0,1011,20,ATL_16_5,Earl,1,ATL
2016,7,29,6,13.6,-38.9,1011,25,ATL_16_5,Earl,1,ATL
2016,7,29,12,13.8,-41.0,1011,25,ATL_16_5,Earl,1,ATL
2016,7,29,18,13.9,-43.4,1010,25,ATL_16_5,Earl,1,ATL
2016,7,30,0,14.0,-46.0,1010,25,ATL_16_5,Earl,1,ATL
2016,7,30,6,14.3,-48.6,1010,25,ATL_16_5,Earl,1,ATL
2016,7,30,12,14.6,-51.5,1010,25,ATL_16_5,Earl,1,ATL
2016,7,30,18,14.8,-54.6,1009,30,ATL_16_5,Earl,1,ATL
2016,7,31,0,14.9,-57.3,1009,30,ATL_16_5,Earl,1,ATL
2016,7,31,6,15.0,-60.0,1009,25,ATL_16_5,Earl,1,ATL
2016,7,31,12,15.2,-62.6,1009,25,ATL_16_5,Earl,1,ATL
2016,7,31,18,15.4,-65.2,1009,30,ATL_16_5,Earl,1,ATL
2016,8,1,0,15.6,-67.6,1008,35,ATL_16_5,Earl,1,ATL
2016,8,1,6,15.8,-69.6,1007,40,ATL_16_5,Earl,1,ATL
2016,8,1,12,16.0,-71.7,1007,40,ATL_16_5,Earl,1,ATL
2016,8,1,18,16.3,-73.4,1007,40,ATL_16_5,Earl,1,ATL
2016,8,2,0,16.5,-75.3,1007,40,ATL_16_5,Earl,1,ATL
2016,8,2,6,16.3,-77.5,1007,40,ATL_16_5,Earl,1,ATL
2016,8,2,12,16.3,-79.0,1003,40,ATL_16_5,Earl,1,ATL
2016,8,2,18,16.3,-80.8,1002,45,ATL_16_5,Earl,1,ATL
2016,8,3,0,16.4,-82.2,996,50,ATL_16_5,Earl,1,ATL
2016,8,3,6,16.0,-83.1,994,55,ATL_16_5,Earl,1,ATL
2016,8,3,12,16.3,-84.3,989,60,ATL_16_5,Earl,1,ATL
2016,8,3,18,16.9,-85.4,990,60,ATL_16_5,Earl,1,ATL
2016,8,4,0,17.3,-86.9,985,65,ATL_16_5,Earl,1,ATL
2016,8,4,6,17.4,-88.3,979,70,ATL_16_5,Earl,1,ATL
2016,8,4,12,17.4,-89.4,990,55,ATL_16_5,Earl,1,ATL
2016,8,4,18,17.6,-90.3,995,40,ATL_16_5,Earl,1,ATL
2016,8,5,0,18.0,-91.2,1000,35,ATL_16_5,Earl,1,ATL
2016,8,5,6,18.3,-92.3,1001,35,ATL_16_5,Earl,1,ATL
2016,8,5,12,18.5,-93.5,1001,40,ATL_16_5,Earl,1,ATL
2016,8,5,18,18.7,-94.7,1001,45,ATL_16_5,Earl,1,ATL
2016,8,6,0,18.9,-95.6,999,50,ATL_16_5,Earl,1,ATL
2016,8,6,6,19.0,-96.5,1001,45,ATL_16_5,Earl,1,ATL
2015,4,30,6,6.2,150.8,1007,15,WPAC_15_6,Noul,5,WPAC
2015,4,30,12,6.4,150.0,1007,15,WPAC_15_6,Noul,5,WPAC
2015,4,30,18,6.6,149.3,1007,15,WPAC_15_6,Noul,5,WPAC
2015,5,1,0,6.8,148.5,1007,15,WPAC_15_6,Noul,5,WPAC
2015,5,1,6,7.1,147.8,1007,15,WPAC_15_6,Noul,5,WPAC
2015,5,1,12,7.3,147.0,1007,15,WPAC_15_6,Noul,5,WPAC
2015,5,1,18,7.4,146.0,1007,20,WPAC_15_6,Noul,5,WPAC
2015,5,2,0,7.4,145.0,1007,20,WPAC_15_6,Noul,5,WPAC
2015,5,2,6,7.6,144.0,1007,20,WPAC_15_6,Noul,5,WPAC
2015,5,2,12,7.8,143.2,1007,20,WPAC_15_6,Noul,5,WPAC
2015,5,2,18,7.9,142.5,1007,20,WPAC_15_6,Noul,5,WPAC
2015,5,3,0,8.1,141.9,1004,25,WPAC_15_6,Noul,5,WPAC
2015,5,3,6,8.5,141.5,1004,25,WPAC_15_6,Noul,5,WPAC
2015,5,3,12,9.2,141.1,1000,30,WPAC_15_6,Noul,5,WPAC
2015,5,3,18,9.5,140.7,996,35,WPAC_15_6,Noul,5,WPAC
2015,5,4,0,9.7,140.3,993,40,WPAC_15_6,Noul,5,WPAC
2015,5,4,6,9.7,140.0,993,40,WPAC_15_6,Noul,5,WPAC
2015,5,4,12,9.6,139.7,989,45,WPAC_15_6,Noul,5,WPAC
2015,5,4,18,9.5,139.4,985,50,WPAC_15_6,Noul,5,WPAC
2015,5,5,0,9.5,139.1,982,55,WPAC_15_6,Noul,5,WPAC
2015,5,5,6,9.4,138.8,982,55,WPAC_15_6,Noul,5,WPAC
2015,5,5,12,9.3,138.5,978,60,WPAC_15_6,Noul,5,WPAC
2015,5,5,18,9.3,138.2,974,65,WPAC_15_6,Noul,5,WPAC
2015,5,6,0,9.3,137.6,974,65,WPAC_15_6,Noul,5,WPAC
2015,5,6,6,9.4,136.9,967,75,WPAC_15_6,Noul,5,WPAC
2015,5,6,12,9.7,136.1,963,80,WPAC_15_6,Noul,5,WPAC
2015,5,6,18,10.1,135.2,963,80,WPAC_15_6,Noul,5,WPAC
2015,5,7,0,10.7,134.2,956,90,WPAC_15_6,Noul,5,WPAC
2015,5,7,6,11.3,133.1,956,90,WPAC_15_6,Noul,5,WPAC
2015,5,7,12,11.6,132.1,948,100,WPAC_15_6,Noul,5,WPAC
2015,5,7,18,11.9,131.2,948,100,WPAC_15_6,Noul,5,WPAC
2015,5,8,0,12.3,130.1,948,100,WPAC_15_6,Noul,5,WPAC
2015,5,8,6,12.7,129.1,948,100,WPAC_15_6,Noul,5,WPAC
2015,5,8,12,13.3,128.0,944,105,WPAC_15_6,Noul,5,WPAC
2015,5,8,18,13.7,127.1,944,105,WPAC_15_6,Noul,5,WPAC
2015,5,9,0,14.3,126.1,952,95,WPAC_15_6,Noul,5,WPAC
2015,5,9,6,14.9,125.2,944,105,WPAC_15_6,Noul,5,WPAC
2015,5,9,12,15.4,124.5,937,115,WPAC_15_6,Noul,5,WPAC
2015,5,9,18,16.1,123.8,926,130,WPAC_15_6,Noul,5,WPAC
2015,5,10,0,17.0,123.3,918,140,WPAC_15_6,Noul,5,WPAC
2015,5,10,6,17.9,122.6,918,140,WPAC_15_6,Noul,5,WPAC
2015,5,10,12,18.7,122.3,926,130,WPAC_15_6,Noul,5,WPAC
2015,5,10,18,19.6,122.1,937,115,WPAC_15_6,Noul,5,WPAC
2015,5,11,0,20.5,122.0,944,105,WPAC_15_6,Noul,5,WPAC
2015,5,11,6,21.8,122.4,952,95,WPAC_15_6,Noul,5,WPAC
2015,5,11,12,23.5,123.5,967,75,WPAC_15_6,Noul,5,WPAC
2015,5,11,18,26.0,125.8,970,70,WPAC_15_6,Noul,5,WPAC
2015,5,12,0,28.0,128.6,978,60,WPAC_15_6,Noul,5,WPAC
2015,5,12,6,31.1,133.2,989,45,WPAC_15_6,Noul,5,WPAC
2015,5,12,12,34.4,138.4,993,40,WPAC_15_6,Noul,5,WPAC
2015,5,12,18,37.6,144.1,993,40,WPAC_15_6,Noul,5,WPAC
2018,7,19,12,9.9,147.8,1006,15,WPAC_18_15,Jongdari,2,WPAC
2018,7,19,18,10.5,146.9,1006,15,WPAC_18_15,Jongdari,2,WPAC
2018,7,20,0,10.8,146.0,1006,15,WPAC_18_15,Jongdari,2,WPAC
2018,7,20,6,10.9,144.9,1006,15,WPAC_18_15,Jongdari,2,WPAC
2018,7,20,12,11.3,143.9,1005,15,WPAC_18_15,Jongdari,2,WPAC
